,V1,Covid_infect_unvac,Covid_infect_vac,Covid_infect,Covid_propInfect_unvac,Covid_propInfect_vac,Covid_propInfect,Covid_cumInfect_unvac,Covid_cumInfect_vac,Covid_symptInfect_unvac,Covid_symptInfect_vac,Covid_symptInfect,Covid_propSymptInfect_unvac,Covid_propSymptInfect_vac,Covid_propSymptInfect,NonCovid_symptInfect_unvac,NonCovid_symptInfect_vac,NonCovid_symptInfect,NonCovid_propSymptInfect_unvac,NonCovid_propSymptInfect_vac,NonCovid_propSymptInfect,CoInfect_unvac,CoInfect_vac,Sympt_coInfect_unvac,Sympt_coInfect_vac,NeverInfect_unvac,NeverInfect_vac,Covid_cumSymptInfect_unvac,Covid_cumSymptInfect_vac,Covid_cumSymptInfect,Covid_cumPropSymptInfect_unvac,Covid_cumPropSymptInfect_vac,Covid_cumPropSymptInfect,NonCovid_cumSymptInfect_covidSusc_unvac,NonCovid_cumSymptInfect_covidSusc_vac,NonCovid_cumSymptInfect_unvac,NonCovid_cumSymptInfect_vac,NonCovid_cumSymptInfect,NonCovid_cumPropSymptInfect_unvac,NonCovid_cumPropSymptInfect_vac,NonCovid_cumPropSymptInfect,Covid_cumSymptExpInfect_tested_unvac,Covid_cumSymptExpInfect_tested_vac,Covid_cumSymptExpInfect_tested,Covid_cumPropSymptExpInfect_tested_unvac,Covid_cumPropSymptExpInfect_tested_vac,Covid_cumPropSymptExpInfect_tested,NonCovid_cumSymptInfect_tested_unvac,NonCovid_cumSymptInfect_tested_vac,NonCovid_cumSymptInfect_tested,NonCovid_cumPropSymptInfect_tested_unvac,NonCovid_cumPropSymptInfect_tested_vac,NonCovid_cumPropSymptInfect_tested,EverTested_unvac,EverTested_vac,CumNum_falsePos_unvac,CumNum_falsePos_vac,CumProp_falsePos_unvac,CumProp_falsePos_vac,CumNum_falseNeg_unvac,CumNum_falseNeg_vac,CumProp_falseNeg_unvac,CumProp_falseNeg_vac,CumNum_misclass_unvac,CumNum_misclass_vac,CumProp_misclass_unvac,CumProp_misclass_vac,VE_symptRR,VE_symptOR,VE_symptSuscOR,VE_symptRR_observed,VE_symptOR_observed,Label_veSusc,Label_veInfect,Label_veJoint,t,TestedStarted_bin,Label_testingDiff,VE_symptRR_degUnder_highChange_trueVeff,VE_symptOR_degUnder_highChange_trueVeff,VE_symptRR_degUnder_highChange_targEst,VE_symptOR_degUnder_highChange_targEst,VE_symptRR_degUnder_peak_trueVeff,VE_symptOR_degUnder_peak_trueVeff,VE_symptRR_degUnder_peak_targEst,VE_symptOR_degUnder_peak_targEst,Covid_cumPropSymptInfect_highChange,Covid_cumPropSymptInfect_peak,Covid_cumPropSymptInfect_final,t_highChange,t_peak,t_end,VE_susc,VE_infect,Covid_probTrans,NonCovid_propSympt,Epi_simNum,Seed_num,Avg_numContacts
57734,203,8942,24194,33136,0.35768,0.322586667,0.33136,10740,29168,3324,8995,12319,0.13296,0.119933333,0.12319,2494,7506,10000,0.09976,0.10008,0.1,846,2399,313,898,7632,24523,4505,12161,16666,0.1802,0.162146667,0.16666,6626,21301,9515,29271,38786,0.3806,0.39028,0.38786,1075,5300,6375,0.043,0.070666667,0.06375,3226,15949,19175,0.12904,0.212653333,0.19175,4301,21249,120,684,0.027900488,0.03218975,9,36,0.002092537,0.001694197,129,720,0.029993025,0.033883947,0.10018498,0.122502827,0.16029656,-0.643410853,0.002763168,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,modUnequal,0.743410853,0.097236832,0.743595832,0.119739659,0.70948668,0.085144322,0.716631951,0.155084485,0.16666,0.36278,0.57233,51,59,1234,0.1,0.2,0.1,0.1,33,742888681,6.00506
58189,205,10058,27506,37564,0.40232,0.366746667,0.37564,12303,33521,3755,10508,14263,0.1502,0.140106667,0.14263,2444,7556,10000,0.09776,0.100746667,0.1,979,2779,345,1036,6685,21633,5216,14382,19598,0.20864,0.19176,0.19598,6009,19839,9342,28890,38232,0.37368,0.3852,0.38232,1304,6220,7524,0.05216,0.082933333,0.07524,3148,15940,19088,0.12592,0.212533333,0.19088,4452,22160,150,757,0.033692722,0.03416065,14,50,0.003144654,0.002256318,164,807,0.036837376,0.036416968,0.080904908,0.108391864,0.164850687,-0.58997955,0.057982003,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,53,TRUE,modUnequal,0.68997955,0.042017997,0.670884458,0.050409861,0.702264151,0.081342677,0.684854943,0.117267314,0.19598,0.37057,0.56972,53,60,1234,0.1,0.2,0.1,0.1,34,142923673,6.0051
58641,204,9639,26295,35934,0.38556,0.3506,0.35934,11659,31745,3726,9970,13696,0.14904,0.132933333,0.13696,2458,7542,10000,0.09832,0.10056,0.1,948,2565,363,972,7127,22799,5036,13487,18523,0.20144,0.179826667,0.18523,6212,20448,9334,29072,38406,0.37336,0.387626667,0.38406,1211,5847,7058,0.04844,0.07796,0.07058,3141,16031,19172,0.12564,0.213746667,0.19172,4352,21878,146,701,0.033547794,0.03204132,12,39,0.002757353,0.001782613,158,740,0.036305147,0.033823933,0.107294149,0.140150342,0.186401299,-0.609413708,0.053988811,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,modUnequal,0.709413708,0.046011189,0.716707856,0.086161531,0.749412353,0.10565581,0.74313515,0.1632722,0.18523,0.38449,0.57116,52,60,127,0.1,0.2,0.1,0.1,35,550634549,6.00472
59092,202,10452,28502,38954,0.41808,0.380026667,0.38954,12927,35228,4104,11212,15316,0.16416,0.149493333,0.15316,2427,7573,10000,0.09708,0.100973333,0.1,979,2792,397,1094,6504,21590,5710,15626,21336,0.2284,0.208346667,0.21336,5568,18173,8849,27019,35868,0.35396,0.360253333,0.35868,1350,6893,8243,0.054,0.091906667,0.08243,2955,15000,17955,0.1182,0.2,0.17955,4305,21893,153,810,0.03554007,0.036998127,13,57,0.003019744,0.002603572,166,867,0.038559814,0.039601699,0.087799183,0.103734591,0.16153621,-0.701975309,-0.005867407,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,modUnequal,0.801975309,0.105867407,0.789774491,0.109601998,0.731441618,0.075697123,0.729376961,0.117996925,0.21336,0.3638,0.57345,50,56,1234,0.1,0.2,0.1,0.1,36,52751121,6.00546
59547,204,9690,25988,35678,0.3876,0.346506667,0.35678,11783,31675,3664,9965,13629,0.14656,0.132866667,0.13629,2508,7492,10000,0.10032,0.099893333,0.1,998,2528,369,950,7008,22914,5040,13647,18687,0.2016,0.18196,0.18687,6206,20404,9376,28942,38318,0.37504,0.385893333,0.38318,1165,5988,7153,0.0466,0.07984,0.07153,3178,15879,19057,0.12712,0.21172,0.19057,4343,21867,138,772,0.031775271,0.03530434,13,45,0.002993323,0.002057895,151,817,0.034768593,0.037362235,0.097420635,0.122805874,0.176425082,-0.713304721,-0.028694956,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,modUnequal,0.813304721,0.128694956,0.810725356,0.151500831,0.732401208,0.108605213,0.73630217,0.166044983,0.18687,0.36149,0.57639,52,59,1234,0.1,0.2,0.1,0.1,37,940187858,6.00526
60002,206,10963,29213,40176,0.43852,0.389506667,0.40176,13533,36298,4250,11388,15638,0.17,0.15184,0.15638,2585,7415,10000,0.1034,0.098866667,0.1,1129,2864,446,1166,5900,20128,5933,16033,21966,0.23732,0.213773333,0.21966,5564,18567,9179,28418,37597,0.36716,0.378906667,0.37597,1438,7121,8559,0.05752,0.094946667,0.08559,3168,15758,18926,0.12672,0.210106667,0.18926,4606,22879,192,818,0.041684759,0.035753311,21,53,0.004559271,0.002316535,213,871,0.04624403,0.038069846,0.099219057,0.127144598,0.190184979,-0.65067223,0.004442894,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,54,TRUE,modUnequal,0.75067223,0.095557106,0.749891287,0.122701704,0.758592849,0.140552886,0.759287293,0.202249354,0.21966,0.37275,0.57332,54,60,1234,0.1,0.2,0.1,0.1,38,943515568,6.00522
60448,199,8031,22024,30055,0.32124,0.293653333,0.30055,9629,26134,2866,7969,10835,0.11464,0.106253333,0.10835,2489,7511,10000,0.09956,0.100146667,0.1,788,2205,281,801,8614,27351,3895,10642,14537,0.1558,0.141893333,0.14537,6754,21508,9210,28376,37586,0.3684,0.378346667,0.37586,927,4494,5421,0.03708,0.05992,0.05421,3036,15183,18219,0.12144,0.20244,0.18219,3963,19677,119,592,0.030027757,0.030085887,17,42,0.00428968,0.002134472,136,634,0.034317436,0.032220359,0.089259735,0.113202935,0.142020678,-0.61596548,0.030612291,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,47,TRUE,modUnequal,0.71596548,0.069387709,0.705225215,0.082590644,0.714340319,0.108122018,0.714449653,0.172682527,0.14537,0.36094,0.57254,47,56,1234,0.1,0.2,0.1,0.1,39,237754491,6.00498
60902,200,9881,26593,36474,0.39524,0.354573333,0.36474,12065,32514,3790,10117,13907,0.1516,0.134893333,0.13907,2559,7441,10000,0.10236,0.099213333,0.1,1048,2594,385,970,7046,23545,5199,13927,19126,0.20796,0.185693333,0.19126,5886,18934,9003,27237,36240,0.36012,0.36316,0.3624,1270,6011,7281,0.0508,0.080146667,0.07281,2923,14680,17603,0.11692,0.195733333,0.17603,4193,20691,137,742,0.032673503,0.035861002,15,59,0.003577391,0.002851481,152,801,0.036250894,0.038712484,0.107071873,0.114546544,0.167248079,-0.577690289,0.057577238,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,48,TRUE,modUnequal,0.677690289,0.042422762,0.684762162,0.056969305,0.72075227,0.094398678,0.721164042,0.130116111,0.19126,0.36529,0.57181,48,55,129,0.1,0.2,0.1,0.1,4,756970663,6.00454
61357,202,10360,27639,37999,0.4144,0.36852,0.37999,12715,34067,3919,10718,14637,0.15676,0.142906667,0.14637,2527,7473,10000,0.10108,0.09964,0.1,1018,2763,380,1088,6631,22134,5458,14955,20413,0.21832,0.1994,0.20413,5651,18792,9043,27445,36488,0.36172,0.365933333,0.36488,1320,6529,7849,0.0528,0.087053333,0.07849,3012,15000,18012,0.12048,0.2,0.18012,4332,21529,165,788,0.038088643,0.036601793,23,57,0.005309326,0.002647592,188,845,0.043397969,0.039249385,0.086661781,0.0971779,0.176041782,-0.648737374,0.006800606,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,modUnequal,0.748737374,0.093199394,0.735399155,0.090377293,0.699756246,0.086609253,0.7123884,0.165490899,0.20413,0.37987,0.57312,50,57,114,0.1,0.2,0.1,0.1,40,16927073,6.00494
61812,204,10572,28567,39139,0.42288,0.380893333,0.39139,13066,35337,4000,11211,15211,0.16,0.14948,0.15211,2446,7554,10000,0.09784,0.10072,0.1,1060,2827,378,1115,6383,20869,5604,15622,21226,0.22416,0.208293333,0.21226,5547,18788,9105,27970,37075,0.3642,0.372933333,0.37075,1438,6804,8242,0.05752,0.09072,0.08242,3056,15740,18796,0.12224,0.209866667,0.18796,4494,22544,175,798,0.03894081,0.035397445,18,72,0.00400534,0.003193754,193,870,0.04294615,0.038591199,0.070782774,0.092543135,0.176969137,-0.577190542,0.081341621,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,modUnequal,0.677190542,0.018658379,0.647973317,0.011201514,0.716589027,0.074896364,0.693980421,0.096010047,0.21226,0.36514,0.57441,52,58,1234,0.1,0.2,0.1,0.1,41,281219110,6.00512
62265,204,9895,26648,36543,0.3958,0.355306667,0.36543,12040,32629,3804,10142,13946,0.15216,0.135226667,0.13946,2548,7452,10000,0.10192,0.09936,0.1,1010,2634,405,997,6793,22577,5235,14025,19260,0.2094,0.187,0.1926,6164,19787,9377,28617,37994,0.37508,0.38156,0.37994,1250,6033,7283,0.05,0.08044,0.07283,3094,15719,18813,0.12376,0.209586667,0.18813,4344,21752,156,725,0.035911602,0.033330268,14,39,0.003222836,0.001792939,170,764,0.039134438,0.035123207,0.106972302,0.122138513,0.165418295,-0.6088,0.050010713,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,modUnequal,0.7088,0.049989287,0.715772302,0.0721278,0.718679051,0.087321484,0.719207083,0.130978148,0.1926,0.36655,0.57212,52,59,1234,0.1,0.2,0.1,0.1,42,174091928,6.00422
62716,202,10359,27689,38048,0.41436,0.369186667,0.38048,12660,34007,3990,10644,14634,0.1596,0.14192,0.14634,2534,7466,10000,0.10136,0.099546667,0.1,1087,2712,436,1046,6792,22118,5478,14739,20217,0.21912,0.19652,0.20217,5547,18866,8866,27725,36591,0.35464,0.369666667,0.36591,1334,6413,7747,0.05336,0.085506667,0.07747,2943,15194,18137,0.11772,0.202586667,0.18137,4277,21607,168,810,0.039279869,0.037487851,12,50,0.002805705,0.002314065,180,860,0.042085574,0.039801916,0.103139832,0.13959651,0.208912856,-0.602448776,0.068841632,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,modUnequal,0.702448776,0.031158368,0.705588608,0.070754878,0.676589772,0.032188645,0.686340339,0.121786403,0.20217,0.37772,0.57102,50,57,119,0.1,0.2,0.1,0.1,43,71058122,6.00502
63171,204,9556,25806,35362,0.38224,0.34408,0.35362,11630,31416,3567,9809,13376,0.14268,0.130786667,0.13376,2499,7501,10000,0.09996,0.100013333,0.1,959,2531,363,953,7093,22999,4915,13433,18348,0.1966,0.179106667,0.18348,6273,20579,9398,29040,38438,0.37592,0.3872,0.38438,1164,5833,6997,0.04656,0.077773333,0.06997,3185,15961,19146,0.1274,0.212813333,0.19146,4349,21794,134,708,0.030811681,0.032486005,11,54,0.002529317,0.002477746,145,762,0.033340998,0.034963751,0.088979315,0.11551938,0.166893519,-0.670389462,2.69E-05,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,modUnequal,0.770389462,0.099973141,0.759368777,0.115492522,0.712197221,0.092911601,0.700757148,0.145153915,0.18348,0.38344,0.57361,52,60,1234,0.1,0.2,0.1,0.1,44,872976708,6.0046
63625,205,10245,27796,38041,0.4098,0.370613333,0.38041,12522,34249,3968,10604,14572,0.15872,0.141386667,0.14572,2453,7547,10000,0.09812,0.100626667,0.1,992,2778,381,1079,6581,21344,5429,14752,20181,0.21716,0.196693333,0.20181,5892,19402,9199,28673,37872,0.36796,0.382306667,0.37872,1301,6427,7728,0.05204,0.085693333,0.07728,3146,15887,19033,0.12584,0.211826667,0.19033,4447,22314,147,754,0.033055993,0.033790445,15,74,0.00337306,0.003316304,162,828,0.036429053,0.037106749,0.094246945,0.128236772,0.174822648,-0.646682039,0.021754574,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,53,TRUE,modUnequal,0.746682039,0.078245426,0.740928985,0.106482198,0.704696914,0.08915141,0.697465908,0.135975025,0.20181,0.37898,0.57279,53,60,1234,0.1,0.2,0.1,0.1,45,384154562,6.00458
64074,201,9688,25547,35235,0.38752,0.340626667,0.35235,11605,30957,3654,9617,13271,0.14616,0.128226667,0.13271,2490,7510,10000,0.0996,0.100133333,0.1,969,2558,381,951,7328,24233,4844,13195,18039,0.19376,0.175933333,0.18039,6065,19802,9095,27863,36958,0.3638,0.371506667,0.36958,1129,5602,6731,0.04516,0.074693333,0.06731,3006,15381,18387,0.12024,0.20508,0.18387,4135,20983,125,632,0.030229746,0.030119621,11,50,0.002660218,0.002382881,136,682,0.032889964,0.032502502,0.092003854,0.110839649,0.165690845,-0.653971066,0.030263892,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,modUnequal,0.753971066,0.069736108,0.745974919,0.080575757,0.735597484,0.101091372,0.732992912,0.154906787,0.18039,0.38057,0.57321,49,57,1234,0.1,0.2,0.1,0.1,46,280289900,6.0048
64528,202,9617,26081,35698,0.38468,0.347746667,0.35698,11650,31488,3580,9942,13522,0.1432,0.13256,0.13522,2556,7444,10000,0.10224,0.099253333,0.1,976,2546,354,950,7238,23445,4881,13436,18317,0.19524,0.179146667,0.18317,6110,20059,9242,28314,37556,0.36968,0.37752,0.37556,1222,5775,6997,0.04888,0.077,0.06997,3003,15369,18372,0.12012,0.20492,0.18372,4225,21144,160,689,0.037869822,0.032586076,12,50,0.002840237,0.002364737,172,739,0.040710059,0.034950813,0.082428464,0.101483775,0.161519206,-0.575286416,0.076598652,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,modUnequal,0.675286416,0.023401348,0.65771488,0.024885123,0.745732689,0.10397144,0.741785577,0.158434035,0.18317,0.3818,0.57123,50,58,1234,0.1,0.2,0.1,0.1,47,111833154,6.00454
64981,202,10179,27727,37906,0.40716,0.369693333,0.37906,12540,34158,4056,10691,14747,0.16224,0.142546667,0.14747,2393,7607,10000,0.09572,0.101426667,0.1,991,2840,384,1097,6779,22124,5581,14884,20465,0.22324,0.198453333,0.20465,5677,18712,8781,27647,36428,0.35124,0.368626667,0.36428,1358,6462,7820,0.05432,0.08616,0.0782,2977,15028,18005,0.11908,0.200373333,0.18005,4335,21490,148,770,0.034140715,0.035830619,13,60,0.002998847,0.002791996,161,830,0.037139562,0.038622615,0.111031476,0.152960617,0.190892319,-0.586156112,0.057362241,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,modUnequal,0.686156112,0.042637759,0.697187588,0.095598375,0.687167219,0.073613258,0.683271881,0.131055314,0.20465,0.37733,0.57044,50,57,123,0.1,0.2,0.1,0.1,48,487832938,6.0052
65433,201,10019,27003,37022,0.40076,0.36004,0.37022,12286,33130,3860,10419,14279,0.1544,0.13892,0.14279,2542,7458,10000,0.10168,0.09944,0.1,1038,2683,398,1038,6947,22884,5332,14339,19671,0.21328,0.191186667,0.19671,5763,18980,8877,27439,36316,0.35508,0.365853333,0.36316,1250,6223,7473,0.05,0.082973333,0.07473,2996,15000,17996,0.11984,0.2,0.17996,4246,21223,164,755,0.038624588,0.035574612,14,49,0.003297221,0.002308816,178,804,0.041921809,0.037883428,0.103588397,0.129985153,0.183453098,-0.659466667,0.005647573,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,modUnequal,0.759466667,0.094352427,0.763055064,0.124337579,0.714451679,0.107687313,0.725101064,0.179570305,0.19671,0.37073,0.57177,49,56,1234,0.1,0.2,0.1,0.1,49,685181797,6.00492
65889,204,9149,25133,34282,0.36596,0.335106667,0.34282,11101,30167,3480,9324,12804,0.1392,0.12432,0.12804,2530,7470,10000,0.1012,0.0996,0.1,960,2489,366,917,7264,23720,4771,12604,17375,0.19084,0.168053333,0.17375,6632,21106,9593,29369,38962,0.38372,0.391586667,0.38962,1157,5326,6483,0.04628,0.071013333,0.06483,3273,16059,19332,0.13092,0.21412,0.19332,4430,21385,132,702,0.02979684,0.032826748,12,52,0.002708804,0.002431611,144,754,0.032505643,0.035258359,0.119401942,0.137092461,0.169886338,-0.534428119,0.061800255,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,modUnequal,0.634428119,0.038199745,0.653830061,0.075292206,0.696233522,0.113089387,0.690933145,0.153345635,0.17375,0.37133,0.57373,52,60,1234,0.1,0.2,0.1,0.1,5,98987807,6.00524
66339,201,8365,23018,31383,0.3346,0.306906667,0.31383,10074,27455,3093,8385,11478,0.12372,0.1118,0.11478,2524,7476,10000,0.10096,0.09968,0.1,834,2312,291,812,8114,26044,4206,11253,15459,0.16824,0.15004,0.15459,6809,21494,9474,28877,38351,0.37896,0.385026667,0.38351,942,4827,5769,0.03768,0.06436,0.05769,3068,15544,18612,0.12272,0.207253333,0.18612,4010,20371,118,647,0.029426434,0.031760836,14,39,0.003491272,0.001914486,132,686,0.032917706,0.033675323,0.108178792,0.122230759,0.152450367,-0.708067941,-0.011390718,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,modUnequal,0.808067941,0.111390718,0.816246733,0.133621477,0.739928011,0.106969262,0.734233053,0.151774525,0.15459,0.37182,0.57132,49,58,124,0.1,0.2,0.1,0.1,50,64232077,6.0049
